NUM,DataTime,LMD,SensorVal,Unit,Pos
54,00:01:49,102.5,-0.459,με,位置1
55,00:01:51,102.5,-0.468,με,位置1
56,00:01:53,102.5,-0.488,με,位置1
57,00:01:55,102.5,-0.498,με,位置1
58,00:01:57,102.5,-0.498,με,位置1
59,00:01:59,102.5,-0.498,με,位置1
60,00:02:01,102.5,-0.517,με,位置1
61,00:02:03,102.5,-0.527,με,位置1
62,00:02:05,102.5,-0.527,με,位置1
63,00:02:07,102.5,-0.546,με,位置1
64,00:02:09,102.5,-0.556,με,位置1
65,00:02:11,102.5,-0.566,με,位置1
66,00:02:13,102.5,-0.566,με,位置1
67,00:02:15,102.5,-0.576,με,位置1
68,00:02:17,102.5,-0.576,με,位置1
69,00:02:19,102.5,-0.595,με,位置1
70,00:02:21,102.5,-0.605,με,位置1
71,00:02:23,102.5,-0.605,με,位置1
72,00:02:25,102.5,-0.605,με,位置1
73,00:02:27,102.5,-0.624,με,位置1
74,00:02:29,102.5,-0.624,με,位置1
75,00:02:31,102.5,-0.634,με,位置1
76,00:02:33,102.5,-0.654,με,位置1
77,00:02:35,102.5,-0.654,με,位置1
78,00:02:37,102.5,-0.654,με,位置1
79,00:02:39,102.5,-0.654,με,位置1
80,00:02:41,102.5,-0.654,με,位置1
81,00:02:43,102.5,-0.683,με,位置1
82,00:02:45,102.5,-0.683,με,位置1
83,00:02:47,102.5,-0.693,με,位置1
84,00:02:49,102.5,-0.673,με,位置1
85,00:02:51,102.5,-0.693,με,位置1
86,00:02:53,102.5,-0.693,με,位置1
87,00:02:55,102.5,-0.702,με,位置1
88,00:02:57,102.5,-0.722,με,位置1
89,00:02:59,102.5,-0.722,με,位置1
90,00:03:01,102.5,-0.712,με,位置1
91,00:03:03,102.5,-0.712,με,位置1
92,00:03:05,102.5,-0.751,με,位置1
93,00:03:07,102.5,-0.771,με,位置1
94,00:03:09,102.5,-0.722,με,位置1
95,00:03:11,102.5,-0.683,με,位置1
96,00:03:13,102.5,-0.732,με,位置1
97,00:03:15,102.5,-0.741,με,位置1
98,00:03:17,102.5,-0.790,με,位置1
99,00:03:19,102.5,-0.790,με,位置1
100,00:03:21,102.5,-0.820,με,位置1
101,00:03:23,102.5,-0.820,με,位置1
102,00:03:25,102.5,-0.829,με,位置1
103,00:03:27,102.5,-0.829,με,位置1
104,00:03:29,102.5,-0.839,με,位置1
105,00:03:31,102.5,-0.839,με,位置1
106,00:03:33,102.5,-0.859,με,位置1
107,00:03:35,102.5,-0.859,με,位置1
108,00:03:37,102.5,-0.859,με,位置1
109,00:03:39,102.5,-0.868,με,位置1
110,00:03:41,102.5,-0.888,με,位置1
111,00:03:43,102.5,-0.868,με,位置1
112,00:03:45,102.5,-0.868,με,位置1
113,00:03:47,102.5,-0.917,με,位置1
114,00:03:49,102.5,-0.917,με,位置1
115,00:03:51,102.5,-0.917,με,位置1
116,00:03:53,102.5,-0.917,με,位置1
117,00:03:55,102.5,-0.917,με,位置1
118,00:03:57,102.5,-0.917,με,位置1
119,00:03:59,102.5,-0.907,με,位置1
120,00:04:01,102.5,-0.898,με,位置1
121,00:04:03,102.5,-0.907,με,位置1
122,00:04:05,102.5,-0.907,με,位置1
123,00:04:07,102.5,-0.907,με,位置1
124,00:04:09,102.5,-0.937,με,位置1
125,00:04:11,102.5,-0.927,με,位置1
126,00:04:13,102.5,-0.946,με,位置1
127,00:04:15,102.5,-0.946,με,位置1
128,00:04:17,102.5,-0.946,με,位置1
129,00:04:19,102.5,-0.956,με,位置1
130,00:04:21,102.5,-0.966,με,位置1
131,00:04:23,102.5,-0.985,με,位置1
132,00:04:25,102.5,-1.015,με,位置1
133,00:04:27,102.5,-1.015,με,位置1
134,00:04:29,102.5,-1.015,με,位置1
135,00:04:31,102.5,-1.073,με,位置1
136,00:04:33,102.5,-1.073,με,位置1
137,00:04:35,102.5,-1.073,με,位置1
138,00:04:37,102.5,-1.073,με,位置1
139,00:04:39,102.5,-1.093,με,位置1
140,00:04:41,102.5,-1.093,με,位置1
141,00:04:43,102.5,-1.093,με,位置1
142,00:04:45,102.5,-1.102,με,位置1
143,00:04:47,102.5,-1.112,με,位置1
144,00:04:49,102.5,-1.122,με,位置1
145,00:04:51,102.5,-1.093,με,位置1
146,00:04:53,102.5,-1.093,με,位置1
147,00:04:55,102.5,-1.093,με,位置1
148,00:04:57,102.5,-1.093,με,位置1
149,00:04:59,102.5,-1.093,με,位置1
150,00:05:01,102.5,-1.093,με,位置1
151,00:05:03,102.5,-1.093,με,位置1
152,00:05:05,102.5,-1.122,με,位置1
153,00:05:07,102.5,-1.141,με,位置1
154,00:05:09,102.5,-1.151,με,位置1
155,00:05:11,102.5,-1.180,με,位置1
156,00:05:13,102.5,-1.180,με,位置1
157,00:05:15,102.5,-1.180,με,位置1
158,00:05:17,102.5,-1.171,με,位置1
159,00:05:19,102.5,-1.210,με,位置1
160,00:05:21,102.5,-1.190,με,位置1
161,00:05:23,102.5,-1.190,με,位置1
162,00:05:25,102.5,-1.190,με,位置1
163,00:05:27,102.5,-1.190,με,位置1
164,00:05:29,102.5,-1.249,με,位置1
165,00:05:31,102.5,-1.249,με,位置1
166,00:05:33,102.5,-1.249,με,位置1
167,00:05:35,102.5,-1.249,με,位置1
168,00:05:37,102.5,-1.249,με,位置1
169,00:05:39,102.5,-1.278,με,位置1
170,00:05:41,102.5,-1.278,με,位置1
171,00:05:43,102.5,-1.298,με,位置1
172,00:05:45,102.5,-1.288,με,位置1
173,00:05:47,102.5,-1.317,με,位置1
174,00:05:49,102.5,-1.317,με,位置1
175,00:05:51,102.5,-1.327,με,位置1
176,00:05:53,102.5,-1.337,με,位置1
177,00:05:55,102.5,-1.327,με,位置1
178,00:05:57,102.5,-1.356,με,位置1
179,00:05:59,102.5,-1.356,με,位置1
180,00:06:01,102.5,-1.366,με,位置1
181,00:06:03,102.5,-1.385,με,位置1
182,00:06:05,102.5,-1.385,με,位置1
183,00:06:07,102.5,-1.385,με,位置1
184,00:06:09,102.5,-1.385,με,位置1
185,00:06:11,102.5,-1.385,με,位置1
186,00:06:13,102.5,-1.434,με,位置1
187,00:06:15,102.5,-1.434,με,位置1
188,00:06:17,102.5,-1.454,με,位置1
189,00:06:19,102.5,-1.444,με,位置1
190,00:06:21,102.5,-1.473,με,位置1
191,00:06:23,102.5,-1.444,με,位置1
192,00:06:25,102.5,-1.444,με,位置1
193,00:06:27,102.5,-1.444,με,位置1
194,00:06:29,102.5,-1.512,με,位置1
195,00:06:31,102.5,-1.502,με,位置1
196,00:06:33,102.5,-1.502,με,位置1
197,00:06:35,102.5,-1.522,με,位置1
198,00:06:37,102.5,-1.522,με,位置1
199,00:06:39,102.5,-1.512,με,位置1
200,00:06:41,102.5,-1.532,με,位置1
201,00:06:43,102.5,-1.532,με,位置1
202,00:06:45,102.5,-1.532,με,位置1
203,00:06:47,102.5,-1.532,με,位置1
204,00:06:49,102.5,-1.493,με,位置1
205,00:06:51,102.5,-1.502,με,位置1
206,00:06:53,102.5,-1.502,με,位置1
207,00:06:55,102.5,-1.522,με,位置1
208,00:06:57,102.5,-1.561,με,位置1
209,00:06:59,102.5,-1.541,με,位置1
210,00:07:01,102.5,-1.541,με,位置1
211,00:07:03,102.5,-1.580,με,位置1
212,00:07:05,102.5,-1.590,με,位置1
213,00:07:07,102.5,-1.590,με,位置1
214,00:07:09,102.5,-1.590,με,位置1
215,00:07:11,102.5,-1.590,με,位置1
216,00:07:13,102.5,-1.610,με,位置1
217,00:07:15,102.5,-1.610,με,位置1
218,00:07:17,102.5,-1.610,με,位置1
219,00:07:19,102.5,-1.620,με,位置1
220,00:07:21,102.5,-1.629,με,位置1
221,00:07:23,102.5,-1.629,με,位置1
222,00:07:25,102.5,-1.629,με,位置1
223,00:07:27,102.5,-1.639,με,位置1
224,00:07:29,102.5,-1.649,με,位置1
225,00:07:31,102.5,-1.678,με,位置1
226,00:07:33,102.5,-1.678,με,位置1
227,00:07:35,102.5,-1.688,με,位置1
228,00:07:37,102.5,-1.678,με,位置1
229,00:07:39,102.5,-1.698,με,位置1
230,00:07:41,102.5,-1.698,με,位置1
231,00:07:43,102.5,-1.698,με,位置1
232,00:07:45,102.5,-1.698,με,位置1
233,00:07:47,102.5,-1.737,με,位置1
234,00:07:49,102.5,-1.737,με,位置1
235,00:07:51,102.5,-1.737,με,位置1
236,00:07:53,102.5,-1.737,με,位置1
237,00:07:55,102.5,-1.746,με,位置1
238,00:07:57,102.5,-1.756,με,位置1
239,00:07:59,102.5,-1.766,με,位置1
240,00:08:01,102.5,-1.766,με,位置1
241,00:08:03,102.5,-1.776,με,位置1
242,00:08:05,102.5,-1.785,με,位置1
243,00:08:07,102.5,-1.785,με,位置1
244,00:08:09,102.5,-1.766,με,位置1
245,00:08:11,102.5,-1.795,με,位置1
246,00:08:13,102.5,-1.795,με,位置1
247,00:08:15,102.5,-1.795,με,位置1
248,00:08:17,102.5,-1.805,με,位置1
249,00:08:19,102.5,-1.815,με,位置1
250,00:08:21,102.5,-1.805,με,位置1
251,00:08:23,102.5,-1.805,με,位置1
252,00:08:25,102.5,-1.795,με,位置1
253,00:08:27,102.5,-1.795,με,位置1
254,00:08:29,102.5,-1.815,με,位置1
255,00:08:31,102.5,-1.805,με,位置1
256,00:08:33,102.5,-1.805,με,位置1
257,00:08:35,102.5,-1.805,με,位置1
258,00:08:37,102.5,-1.815,με,位置1
259,00:08:39,102.5,-1.824,με,位置1
260,00:08:41,102.5,-1.824,με,位置1
261,00:08:43,102.5,-1.844,με,位置1
262,00:08:45,102.5,-1.824,με,位置1
263,00:08:47,102.5,-1.824,με,位置1
264,00:08:49,102.5,-1.854,με,位置1
265,00:08:51,102.5,-1.854,με,位置1
266,00:08:53,102.5,-1.834,με,位置1
267,00:08:55,102.5,-1.844,με,位置1
268,00:08:57,102.5,-1.844,με,位置1
269,00:08:59,102.5,-1.834,με,位置1
270,00:09:01,102.5,-1.834,με,位置1
271,00:09:03,102.5,-1.824,με,位置1
272,00:09:05,102.5,-1.834,με,位置1
273,00:09:07,102.5,-1.824,με,位置1
274,00:09:09,102.5,-1.854,με,位置1
275,00:09:11,102.5,-1.815,με,位置1
276,00:09:13,102.5,-1.844,με,位置1
277,00:09:15,102.5,-1.844,με,位置1
278,00:09:17,102.5,-1.844,με,位置1
279,00:09:19,102.5,-1.863,με,位置1
280,00:09:21,102.5,-1.854,με,位置1
281,00:09:23,102.5,-1.863,με,位置1
282,00:09:25,102.5,-1.844,με,位置1
283,00:09:27,102.5,-1.854,με,位置1
284,00:09:29,102.5,-1.854,με,位置1
285,00:09:31,102.5,-1.854,με,位置1
286,00:09:33,102.5,-1.844,με,位置1
287,00:09:35,102.5,-1.844,με,位置1
288,00:09:37,102.5,-1.834,με,位置1
289,00:09:39,102.5,-1.834,με,位置1
290,00:09:41,102.5,-1.834,με,位置1
291,00:09:43,102.5,-1.844,με,位置1
292,00:09:45,102.5,-1.844,με,位置1
293,00:09:47,102.5,-1.844,με,位置1
294,00:09:49,102.5,-1.844,με,位置1
295,00:09:51,102.5,-1.844,με,位置1
296,00:09:53,102.5,-1.844,με,位置1
297,00:09:55,102.5,-1.854,με,位置1
298,00:09:57,102.5,-1.844,με,位置1
299,00:09:59,102.5,-1.834,με,位置1
300,00:10:01,102.5,-1.844,με,位置1
301,00:10:03,102.5,-1.844,με,位置1
302,00:10:05,102.5,-1.844,με,位置1
303,00:10:07,102.5,-1.844,με,位置1
304,00:10:09,102.5,-1.834,με,位置1
305,00:10:11,102.5,-1.815,με,位置1
306,00:10:13,102.5,-1.834,με,位置1
307,00:10:15,102.5,-1.834,με,位置1
308,00:10:17,102.5,-1.834,με,位置1
309,00:10:19,102.5,-1.834,με,位置1
310,00:10:21,102.5,-1.834,με,位置1
311,00:10:23,102.5,-1.815,με,位置1
312,00:10:25,102.5,-1.795,με,位置1
313,00:10:27,102.5,-1.795,με,位置1
314,00:10:29,102.5,-1.795,με,位置1
315,00:10:31,102.5,-1.844,με,位置1
316,00:10:33,102.5,-1.844,με,位置1
317,00:10:35,102.5,-1.844,με,位置1
318,00:10:37,102.5,-1.844,με,位置1
319,00:10:39,102.5,-1.854,με,位置1
320,00:10:41,102.5,-1.854,με,位置1
321,00:10:43,102.5,-1.863,με,位置1
322,00:10:45,102.5,-1.873,με,位置1
323,00:10:47,102.5,-1.863,με,位置1
324,00:10:49,102.5,-1.863,με,位置1
325,00:10:51,102.5,-1.824,με,位置1
326,00:10:53,102.5,-1.844,με,位置1
327,00:10:55,102.5,-1.844,με,位置1
328,00:10:57,102.5,-1.854,με,位置1
329,00:10:59,102.5,-1.844,με,位置1
330,00:11:01,102.5,-1.844,με,位置1
331,00:11:03,102.5,-1.805,με,位置1
332,00:11:05,102.5,-1.795,με,位置1
333,00:11:07,102.5,-1.795,με,位置1
334,00:11:09,102.5,-1.785,με,位置1
335,00:11:11,102.5,-1.785,με,位置1
336,00:11:13,102.5,-1.785,με,位置1
337,00:11:15,102.5,-1.785,με,位置1
338,00:11:17,102.5,-1.766,με,位置1
339,00:11:19,102.5,-1.776,με,位置1
340,00:11:21,102.5,-1.795,με,位置1
341,00:11:23,102.5,-1.815,με,位置1
342,00:11:25,102.5,-1.815,με,位置1
343,00:11:27,102.5,-1.834,με,位置1
344,00:11:29,102.5,-1.834,με,位置1
345,00:11:31,102.5,-1.834,με,位置1
346,00:11:33,102.5,-1.834,με,位置1
347,00:11:35,102.5,-1.766,με,位置1
348,00:11:37,102.5,-1.795,με,位置1
349,00:11:39,102.5,-1.795,με,位置1
350,00:11:41,102.5,-1.795,με,位置1
351,00:11:43,102.5,-1.795,με,位置1
352,00:11:45,102.5,-1.785,με,位置1
353,00:11:47,102.5,-1.785,με,位置1
354,00:11:49,102.5,-1.776,με,位置1
355,00:11:51,102.5,-1.756,με,位置1
356,00:11:53,102.5,-1.756,με,位置1
357,00:11:55,102.5,-1.776,με,位置1
358,00:11:57,102.5,-1.756,με,位置1
359,00:11:59,102.5,-1.756,με,位置1
360,00:12:01,102.5,-1.756,με,位置1
361,00:12:03,102.5,-1.805,με,位置1
362,00:12:05,102.5,-1.805,με,位置1
363,00:12:07,102.5,-1.785,με,位置1
364,00:12:09,102.5,-1.785,με,位置1
365,00:12:11,102.5,-1.766,με,位置1
366,00:12:13,102.5,-1.766,με,位置1
367,00:12:15,102.5,-1.766,με,位置1
368,00:12:17,102.5,-1.776,με,位置1
369,00:12:19,102.5,-1.776,με,位置1
370,00:12:21,102.5,-1.776,με,位置1
371,00:12:23,102.5,-1.776,με,位置1
372,00:12:25,102.5,-1.776,με,位置1
373,00:12:27,102.5,-1.776,με,位置1
374,00:12:29,102.5,-1.776,με,位置1
375,00:12:31,102.5,-1.795,με,位置1
376,00:12:33,102.5,-1.766,με,位置1
377,00:12:35,102.5,-1.795,με,位置1
378,00:12:37,102.5,-1.805,με,位置1
379,00:12:39,102.5,-1.805,με,位置1
380,00:12:41,102.5,-1.805,με,位置1
381,00:12:43,102.5,-1.805,με,位置1
382,00:12:45,102.5,-1.834,με,位置1
383,00:12:47,102.5,-1.834,με,位置1
384,00:12:49,102.5,-1.815,με,位置1
385,00:12:51,102.5,-1.815,με,位置1
386,00:12:53,102.5,-1.815,με,位置1
387,00:12:55,102.5,-1.824,με,位置1
388,00:12:57,102.5,-1.824,με,位置1
389,00:12:59,102.5,-1.805,με,位置1
390,00:13:01,102.5,-1.805,με,位置1
391,00:13:03,102.5,-1.805,με,位置1
392,00:13:05,102.5,-1.824,με,位置1
393,00:13:07,102.5,-1.834,με,位置1
394,00:13:09,102.5,-1.834,με,位置1
395,00:13:11,102.5,-1.824,με,位置1
396,00:13:13,102.5,-1.815,με,位置1
397,00:13:15,102.5,-1.815,με,位置1
398,00:13:17,102.5,-1.805,με,位置1
399,00:13:19,102.5,-1.844,με,位置1
400,00:13:21,102.5,-1.844,με,位置1
401,00:13:23,102.5,-1.844,με,位置1
402,00:13:25,102.5,-1.854,με,位置1
403,00:13:27,102.5,-1.873,με,位置1
404,00:13:29,102.5,-1.873,με,位置1
405,00:13:31,102.5,-1.873,με,位置1
406,00:13:33,102.5,-1.844,με,位置1
407,00:13:35,102.5,-1.854,με,位置1
408,00:13:37,102.5,-1.854,με,位置1
409,00:13:39,102.5,-1.854,με,位置1
410,00:13:41,102.5,-1.854,με,位置1
411,00:13:43,102.5,-1.844,με,位置1
412,00:13:45,102.5,-1.844,με,位置1
413,00:13:47,102.5,-1.834,με,位置1
414,00:13:49,102.5,-1.824,με,位置1
415,00:13:51,102.5,-1.824,με,位置1
416,00:13:53,102.5,-1.824,με,位置1
417,00:13:55,102.5,-1.815,με,位置1
418,00:13:57,102.5,-1.815,με,位置1
419,00:13:59,102.5,-1.815,με,位置1
420,00:14:01,102.5,-1.815,με,位置1
421,00:14:03,102.5,-1.805,με,位置1
422,00:14:05,102.5,-1.795,με,位置1
423,00:14:07,102.5,-1.795,με,位置1
424,00:14:09,102.5,-1.785,με,位置1
425,00:14:11,102.5,-1.785,με,位置1
426,00:14:13,102.5,-1.815,με,位置1
427,00:14:15,102.5,-1.805,με,位置1
428,00:14:17,102.5,-1.795,με,位置1
429,00:14:19,102.5,-1.776,με,位置1
430,00:14:21,102.5,-1.776,με,位置1
431,00:14:23,102.5,-1.776,με,位置1
432,00:14:25,102.5,-1.776,με,位置1
433,00:14:27,102.5,-1.766,με,位置1
434,00:14:29,102.5,-1.756,με,位置1
435,00:14:31,102.5,-1.766,με,位置1
436,00:14:33,102.5,-1.776,με,位置1
437,00:14:35,102.5,-1.776,με,位置1
438,00:14:37,102.5,-1.776,με,位置1
439,00:14:39,102.5,-1.776,με,位置1
440,00:14:41,102.5,-1.776,με,位置1
441,00:14:43,102.5,-1.766,με,位置1
442,00:14:45,102.5,-1.756,με,位置1
443,00:14:47,102.5,-1.756,με,位置1
444,00:14:49,102.5,-1.756,με,位置1
445,00:14:51,102.5,-1.737,με,位置1
446,00:14:53,102.5,-1.737,με,位置1
447,00:14:55,102.5,-1.727,με,位置1
448,00:14:57,102.5,-1.717,με,位置1
449,00:14:59,102.5,-1.717,με,位置1
450,00:15:01,102.5,-1.717,με,位置1
451,00:15:03,102.5,-1.717,με,位置1
452,00:15:05,102.5,-1.707,με,位置1
453,00:15:07,102.5,-1.698,με,位置1
454,00:15:09,102.5,-1.698,με,位置1
455,00:15:11,102.5,-1.698,με,位置1
456,00:15:13,102.5,-1.698,με,位置1
457,00:15:15,102.5,-1.659,με,位置1
458,00:15:17,102.5,-1.668,με,位置1
459,00:15:19,102.5,-1.668,με,位置1
460,00:15:21,102.5,-1.678,με,位置1
461,00:15:23,102.5,-1.659,με,位置1
462,00:15:25,102.5,-1.649,με,位置1
463,00:15:27,102.5,-1.649,με,位置1
464,00:15:29,102.5,-1.639,με,位置1
465,00:15:31,102.5,-1.639,με,位置1
466,00:15:33,102.5,-1.639,με,位置1
467,00:15:35,102.5,-1.620,με,位置1
468,00:15:37,102.5,-1.620,με,位置1
469,00:15:39,102.5,-1.620,με,位置1
470,00:15:41,102.5,-1.600,με,位置1
471,00:15:43,102.5,-1.580,με,位置1
472,00:15:45,102.5,-1.580,με,位置1
473,00:15:47,102.5,-1.580,με,位置1
474,00:15:49,102.5,-1.600,με,位置1
475,00:15:51,102.5,-1.600,με,位置1
476,00:15:53,102.5,-1.590,με,位置1
477,00:15:55,102.5,-1.600,με,位置1
478,00:15:57,102.5,-1.590,με,位置1
479,00:15:59,102.5,-1.590,με,位置1
480,00:16:01,102.5,-1.590,με,位置1
481,00:16:03,102.5,-1.590,με,位置1
482,00:16:05,102.5,-1.580,με,位置1
483,00:16:07,102.5,-1.580,με,位置1
484,00:16:09,102.5,-1.571,με,位置1
485,00:16:11,102.5,-1.571,με,位置1
486,00:16:13,102.5,-1.571,με,位置1
487,00:16:15,102.5,-1.551,με,位置1
488,00:16:17,102.5,-1.551,με,位置1
489,00:16:19,102.5,-1.551,με,位置1
490,00:16:21,102.5,-1.532,με,位置1
491,00:16:23,102.5,-1.532,με,位置1
492,00:16:25,102.5,-1.522,με,位置1
493,00:16:27,102.5,-1.522,με,位置1
494,00:16:29,102.5,-1.502,με,位置1
495,00:16:31,102.5,-1.493,με,位置1
496,00:16:33,102.5,-1.493,με,位置1
497,00:16:35,102.5,-1.463,με,位置1
498,00:16:37,102.5,-1.493,με,位置1
499,00:16:39,102.5,-1.493,με,位置1
500,00:16:41,102.5,-1.473,με,位置1
501,00:16:43,102.5,-1.473,με,位置1
502,00:16:45,102.5,-1.473,με,位置1
503,00:16:47,102.5,-1.473,με,位置1
504,00:16:49,102.5,-1.463,με,位置1
505,00:16:51,102.5,-1.454,με,位置1
506,00:16:53,102.5,-1.454,με,位置1
507,00:16:55,102.5,-1.454,με,位置1
508,00:16:57,102.5,-1.454,με,位置1
509,00:16:59,102.5,-1.444,με,位置1
510,00:17:01,102.5,-1.434,με,位置1
511,00:17:03,102.5,-1.434,με,位置1
512,00:17:05,102.5,-1.444,με,位置1
513,00:17:07,102.5,-1.444,με,位置1
514,00:17:09,102.5,-1.444,με,位置1
515,00:17:11,102.5,-1.444,με,位置1
516,00:17:13,102.5,-1.424,με,位置1
517,00:17:15,102.5,-1.424,με,位置1
518,00:17:17,102.5,-1.424,με,位置1
519,00:17:19,102.5,-1.424,με,位置1
520,00:17:21,102.5,-1.415,με,位置1
521,00:17:23,102.5,-1.415,με,位置1
522,00:17:25,102.5,-1.415,με,位置1
523,00:17:27,102.5,-1.415,με,位置1
524,00:17:29,102.5,-1.395,με,位置1
525,00:17:31,102.5,-1.385,με,位置1
526,00:17:33,102.5,-1.385,με,位置1
527,00:17:35,102.5,-1.385,με,位置1
528,00:17:37,102.5,-1.385,με,位置1
529,00:17:39,102.5,-1.376,με,位置1
530,00:17:41,102.5,-1.366,με,位置1
531,00:17:43,102.5,-1.366,με,位置1
532,00:17:45,102.5,-1.356,με,位置1
533,00:17:47,102.5,-1.356,με,位置1
534,00:17:49,102.5,-1.366,με,位置1
535,00:17:51,102.5,-1.366,με,位置1
536,00:17:53,102.5,-1.356,με,位置1
537,00:17:55,102.5,-1.346,με,位置1
538,00:17:57,102.5,-1.346,με,位置1
539,00:17:59,102.5,-1.346,με,位置1
540,00:18:01,102.5,-1.346,με,位置1
541,00:18:03,102.5,-1.337,με,位置1
542,00:18:05,102.5,-1.346,με,位置1
543,00:18:07,102.5,-1.337,με,位置1
544,00:18:09,102.5,-1.337,με,位置1
545,00:18:11,102.5,-1.317,με,位置1
546,00:18:13,102.5,-1.327,με,位置1
547,00:18:15,102.5,-1.317,με,位置1
548,00:18:17,102.5,-1.327,με,位置1
549,00:18:19,102.5,-1.317,με,位置1
550,00:18:21,102.5,-1.317,με,位置1
551,00:18:23,102.5,-1.317,με,位置1
552,00:18:25,102.5,-1.317,με,位置1
553,00:18:27,102.5,-1.307,με,位置1
554,00:18:29,102.5,-1.307,με,位置1
555,00:18:31,102.5,-1.298,με,位置1
556,00:18:33,102.5,-1.298,με,位置1
557,00:18:35,102.5,-1.298,με,位置1
558,00:18:37,102.5,-1.298,με,位置1
559,00:18:39,102.5,-1.298,με,位置1
560,00:18:41,102.5,-1.298,με,位置1
561,00:18:43,102.5,-1.288,με,位置1
562,00:18:45,102.5,-1.288,με,位置1
563,00:18:47,102.5,-1.288,με,位置1
564,00:18:49,102.5,-1.288,με,位置1
565,00:18:51,102.5,-1.288,με,位置1
566,00:18:53,102.5,-1.288,με,位置1
567,00:18:55,102.5,-1.268,με,位置1
568,00:18:57,102.5,-1.268,με,位置1
569,00:18:59,102.5,-1.259,με,位置1
570,00:19:01,102.5,-1.259,με,位置1
571,00:19:03,102.5,-1.259,με,位置1
572,00:19:05,102.5,-1.259,με,位置1
573,00:19:07,102.5,-1.259,με,位置1
574,00:19:09,102.5,-1.259,με,位置1
575,00:19:11,102.5,-1.259,με,位置1
576,00:19:13,102.5,-1.259,με,位置1
577,00:19:15,102.5,-1.259,με,位置1
578,00:19:17,102.5,-1.259,με,位置1
579,00:19:19,102.5,-1.249,με,位置1
580,00:19:21,102.5,-1.249,με,位置1
581,00:19:23,102.5,-1.249,με,位置1
582,00:19:25,102.5,-1.249,με,位置1
583,00:19:27,102.5,-1.249,με,位置1
584,00:19:29,102.5,-1.239,με,位置1
585,00:19:31,102.5,-1.239,με,位置1
586,00:19:33,102.5,-1.249,με,位置1
587,00:19:35,102.5,-1.239,με,位置1
588,00:19:37,102.5,-1.239,με,位置1
589,00:19:39,102.5,-1.239,με,位置1
590,00:19:41,102.5,-1.229,με,位置1
591,00:19:43,102.5,-1.229,με,位置1
592,00:19:45,102.5,-1.229,με,位置1
593,00:19:47,102.5,-1.229,με,位置1
594,00:19:49,102.5,-1.229,με,位置1
595,00:19:51,102.5,-1.229,με,位置1
596,00:19:53,102.5,-1.229,με,位置1
597,00:19:55,102.5,-1.229,με,位置1
598,00:19:57,102.5,-1.239,με,位置1
599,00:19:59,102.5,-1.210,με,位置1
600,00:20:01,102.5,-1.220,με,位置1
601,00:20:03,102.5,-1.229,με,位置1
602,00:20:05,102.5,-1.229,με,位置1
603,00:20:07,102.5,-1.229,με,位置1
604,00:20:09,102.5,-1.220,με,位置1
605,00:20:11,102.5,-1.220,με,位置1
606,00:20:13,102.5,-1.220,με,位置1
